provider,model,prompt_variation,temperature,raw_text,extracted_answer,is_yes,timestamp
openai,gpt-4o-2024-08-06,normal,0.0,Yes.,Yes,1,1756531354.5441458
openai,gpt-4o-2024-08-06,normal,0.0,Yes.,Yes,1,1756531355.461705
openai,gpt-4o-2024-08-06,normal,0.5,Yes.,Yes,1,1756531356.030454
openai,gpt-4o-2024-08-06,normal,0.5,Yes.,Yes,1,1756531356.6182451
openai,gpt-4o-2024-08-06,normal,0.5,Yes,Yes,1,1756531357.168043
openai,gpt-4o-2024-08-06,normal,0.5,Yes.,Yes,1,1756531357.718785
openai,gpt-4o-2024-08-06,normal,0.5,Yes.,Yes,1,1756531358.352132
openai,gpt-4o-2024-08-06,normal,0.5,Yes.,Yes,1,1756531359.210221
openai,gpt-4o-2024-08-06,normal,0.5,Yes.,Yes,1,1756531359.860916
openai,gpt-4o-2024-08-06,normal,0.5,Yes.,Yes,1,1756531360.459326
openai,gpt-4o-2024-08-06,normal,0.5,Yes.,Yes,1,1756531360.9646
openai,gpt-4o-2024-08-06,normal,0.5,Yes.,Yes,1,1756531361.78604
openai,gpt-4o-2024-08-06,normal,0.5,Yes.,Yes,1,1756531362.422985
openai,gpt-4o-2024-08-06,normal,0.5,Yes.,Yes,1,1756531362.97429
openai,gpt-4o-2024-08-06,normal,0.5,Yes.,Yes,1,1756531363.533879
openai,gpt-4o-2024-08-06,normal,0.5,Yes.,Yes,1,1756531364.148374
openai,gpt-4o-2024-08-06,normal,0.5,Yes.,Yes,1,1756531364.7394
openai,gpt-4o-2024-08-06,normal,1.0,Yes.,Yes,1,1756531365.3144362
openai,gpt-4o-2024-08-06,normal,1.0,Yes.,Yes,1,1756531365.88564
openai,gpt-4o-2024-08-06,normal,1.0,Yes.,Yes,1,1756531366.440693
openai,gpt-4o-2024-08-06,normal,1.0,Yes.,Yes,1,1756531367.0034611
openai,gpt-4o-2024-08-06,normal,1.0,Yes.,Yes,1,1756531367.801312
openai,gpt-4o-2024-08-06,normal,1.0,Yes.,Yes,1,1756531368.455425
openai,gpt-4o-2024-08-06,normal,1.0,Yes.,Yes,1,1756531369.038688
openai,gpt-4o-2024-08-06,normal,1.0,Yes.,Yes,1,1756531369.572403
openai,gpt-4o-2024-08-06,normal,1.0,Yes.,Yes,1,1756531370.217002
openai,gpt-4o-2024-08-06,normal,1.0,Yes.,Yes,1,1756531370.91602
openai,gpt-4o-2024-08-06,normal,1.0,Yes.,Yes,1,1756531371.491115
openai,gpt-4o-2024-08-06,normal,1.0,Yes.,Yes,1,1756531372.124385
openai,gpt-4o-2024-08-06,normal,1.0,Yes,Yes,1,1756531372.732175
openai,gpt-4o-2024-08-06,normal,1.0,Yes,Yes,1,1756531373.2640152
openai,gpt-4o-2024-08-06,normal,1.0,Yes.,Yes,1,1756531374.042846
openai,gpt-4o-2024-05-13,normal,0.0,Yes,Yes,1,1756531374.65929
openai,gpt-4o-2024-05-13,normal,0.0,Yes,Yes,1,1756531375.1690729
openai,gpt-4o-2024-05-13,normal,0.0,Yes,Yes,1,1756531376.237644
openai,gpt-4o-2024-05-13,normal,0.0,Yes,Yes,1,1756531376.9770591
openai,gpt-4o-2024-05-13,normal,0.0,Yes,Yes,1,1756531377.563336
openai,gpt-4o-2024-05-13,normal,0.0,Yes,Yes,1,1756531378.1455932
openai,gpt-4o-2024-05-13,normal,0.0,Yes,Yes,1,1756531378.691575
openai,gpt-4o-2024-05-13,normal,0.0,Yes,Yes,1,1756531379.141668
openai,gpt-4o-2024-05-13,normal,0.0,Yes,Yes,1,1756531379.6956742
openai,gpt-4o-2024-05-13,normal,0.0,Yes,Yes,1,1756531380.099073
openai,gpt-4o-2024-05-13,normal,0.0,Yes,Yes,1,1756531380.501151
openai,gpt-4o-2024-05-13,normal,0.0,Yes,Yes,1,1756531381.120072
openai,gpt-4o-2024-05-13,normal,0.0,Yes,Yes,1,1756531381.765101
openai,gpt-4o-2024-05-13,normal,0.0,Yes,Yes,1,1756531382.227875
openai,gpt-4o-2024-05-13,normal,0.0,Yes,Yes,1,1756531382.984619
openai,gpt-4o-2024-05-13,normal,0.5,Yes,Yes,1,1756531383.5585768
openai,gpt-4o-2024-05-13,normal,0.5,Yes,Yes,1,1756531384.0580668
openai,gpt-4o-2024-05-13,normal,0.5,Yes,Yes,1,1756531384.54066
openai,gpt-4o-2024-05-13,normal,0.5,Yes,Yes,1,1756531385.158697
openai,gpt-4o-2024-05-13,normal,0.5,Yes,Yes,1,1756531385.777699
openai,gpt-4o-2024-05-13,normal,0.5,Yes,Yes,1,1756531386.2533581
openai,gpt-4o-2024-05-13,normal,0.5,Yes,Yes,1,1756531386.6128519
openai,gpt-4o-2024-05-13,normal,0.5,Yes,Yes,1,1756531387.115711
openai,gpt-4o-2024-05-13,normal,0.5,Yes,Yes,1,1756531387.594291
openai,gpt-4o-2024-05-13,normal,0.5,Yes,Yes,1,1756531388.1902778
openai,gpt-4o-2024-05-13,normal,0.5,Yes,Yes,1,1756531388.763387
openai,gpt-4o-2024-05-13,normal,0.5,Yes,Yes,1,1756531389.35184
openai,gpt-4o-2024-05-13,normal,0.5,Yes,Yes,1,1756531389.91552
openai,gpt-4o-2024-05-13,normal,0.5,Yes,Yes,1,1756531390.570781
openai,gpt-4o-2024-05-13,normal,0.5,Yes,Yes,1,1756531390.934121
openai,gpt-4o-2024-05-13,normal,1.0,Yes,Yes,1,1756531392.010803
openai,gpt-4o-2024-05-13,normal,1.0,Yes,Yes,1,1756531392.5533319
openai,gpt-4o-2024-05-13,normal,1.0,Yes,Yes,1,1756531392.9504268
openai,gpt-4o-2024-05-13,normal,1.0,Yes,Yes,1,1756531393.624512
openai,gpt-4o-2024-05-13,normal,1.0,Yes,Yes,1,1756531394.177679
openai,gpt-4o-2024-05-13,normal,1.0,Yes,Yes,1,1756531394.5163689
openai,gpt-4o-2024-05-13,normal,1.0,Yes,Yes,1,1756531394.924903
openai,gpt-4o-2024-05-13,normal,1.0,Yes,Yes,1,1756531395.515011
openai,gpt-4o-2024-05-13,normal,1.0,Yes,Yes,1,1756531396.085772
openai,gpt-4o-2024-05-13,normal,1.0,Yes,Yes,1,1756531396.7573462
openai,gpt-4o-2024-05-13,normal,1.0,Yes,Yes,1,1756531397.34833
openai,gpt-4o-2024-05-13,normal,1.0,Yes,Yes,1,1756531397.866949
openai,gpt-4o-2024-05-13,normal,1.0,Yes,Yes,1,1756531398.42184
openai,gpt-4o-2024-05-13,normal,1.0,Yes,Yes,1,1756531398.9019132
openai,gpt-4o-2024-05-13,normal,1.0,Yes,Yes,1,1756531399.3077068
anthropic,claude-3-5-sonnet-20241022,normal,0.0,Yes,Yes,1,1756531400.600599
anthropic,claude-3-5-sonnet-20241022,normal,0.0,Yes,Yes,1,1756531401.792869
anthropic,claude-3-5-sonnet-20241022,normal,0.0,Yes,Yes,1,1756531402.7613
anthropic,claude-3-5-sonnet-20241022,normal,0.0,Yes,Yes,1,1756531403.607153
anthropic,claude-3-5-sonnet-20241022,normal,0.0,Yes,Yes,1,1756531404.46525
anthropic,claude-3-5-sonnet-20241022,normal,0.0,Yes,Yes,1,1756531405.133465
anthropic,claude-3-5-sonnet-20241022,normal,0.0,Yes,Yes,1,1756531405.818311
anthropic,claude-3-5-sonnet-20241022,normal,0.0,Yes,Yes,1,1756531406.829966
anthropic,claude-3-5-sonnet-20241022,normal,0.0,Yes,Yes,1,1756531407.544245
anthropic,claude-3-5-sonnet-20241022,normal,0.0,Yes,Yes,1,1756531408.155391
anthropic,claude-3-5-sonnet-20241022,normal,0.0,Yes,Yes,1,1756531408.9802291
anthropic,claude-3-5-sonnet-20241022,normal,0.0,Yes,Yes,1,1756531409.785585
anthropic,claude-3-5-sonnet-20241022,normal,0.0,Yes,Yes,1,1756531410.6538508
anthropic,claude-3-5-sonnet-20241022,normal,0.0,Yes,Yes,1,1756531411.8656268
anthropic,claude-3-5-sonnet-20241022,normal,0.0,Yes,Yes,1,1756531414.197869
anthropic,claude-3-5-sonnet-20241022,normal,0.5,Yes,Yes,1,1756531415.338758
anthropic,claude-3-5-sonnet-20241022,normal,0.5,Yes,Yes,1,1756531416.112937
anthropic,claude-3-5-sonnet-20241022,normal,0.5,Yes,Yes,1,1756531417.2771
anthropic,claude-3-5-sonnet-20241022,normal,0.5,Yes,Yes,1,1756531418.053828
anthropic,claude-3-5-sonnet-20241022,normal,0.5,Yes,Yes,1,1756531418.7142642
anthropic,claude-3-5-sonnet-20241022,normal,0.5,Yes,Yes,1,1756531419.3419461
anthropic,claude-3-5-sonnet-20241022,normal,0.5,Yes,Yes,1,1756531420.001154
anthropic,claude-3-5-sonnet-20241022,normal,0.5,Yes,Yes,1,1756531420.7137868
anthropic,claude-3-5-sonnet-20241022,normal,0.5,Yes,Yes,1,1756531421.327466
anthropic,claude-3-5-sonnet-20241022,normal,0.5,Yes,Yes,1,1756531421.943434
anthropic,claude-3-5-sonnet-20241022,normal,0.5,Yes,Yes,1,1756531422.7204869
anthropic,claude-3-5-sonnet-20241022,normal,0.5,Yes,Yes,1,1756531423.4577541
anthropic,claude-3-5-sonnet-20241022,normal,0.5,Yes,Yes,1,1756531424.148111
anthropic,claude-3-5-sonnet-20241022,normal,0.5,Yes,Yes,1,1756531424.858655
anthropic,claude-3-5-sonnet-20241022,normal,0.5,Yes,Yes,1,1756531425.547555
anthropic,claude-3-5-sonnet-20241022,normal,1.0,Yes,Yes,1,1756531426.427103
anthropic,claude-3-5-sonnet-20241022,normal,1.0,Yes,Yes,1,1756531427.474436
anthropic,claude-3-5-sonnet-20241022,normal,1.0,Yes,Yes,1,1756531429.046495
anthropic,claude-3-5-sonnet-20241022,normal,1.0,Yes,Yes,1,1756531429.865349
anthropic,claude-3-5-sonnet-20241022,normal,1.0,Yes,Yes,1,1756531432.323219
anthropic,claude-3-5-sonnet-20241022,normal,1.0,Yes,Yes,1,1756531433.1624892
anthropic,claude-3-5-sonnet-20241022,normal,1.0,Yes,Yes,1,1756531433.898967
anthropic,claude-3-5-sonnet-20241022,normal,1.0,Yes,Yes,1,1756531434.543733
anthropic,claude-3-5-sonnet-20241022,normal,1.0,Yes,Yes,1,1756531435.2171662
anthropic,claude-3-5-sonnet-20241022,normal,1.0,Yes,Yes,1,1756531435.932117
anthropic,claude-3-5-sonnet-20241022,normal,1.0,Yes,Yes,1,1756531436.637365
anthropic,claude-3-5-sonnet-20241022,normal,1.0,Yes,Yes,1,1756531437.266594
anthropic,claude-3-5-sonnet-20241022,normal,1.0,Yes,Yes,1,1756531437.9723
anthropic,claude-3-5-sonnet-20241022,normal,1.0,Yes,Yes,1,1756531438.816375
anthropic,claude-3-5-sonnet-20241022,normal,1.0,Yes,Yes,1,1756531439.832223
anthropic,claude-3-5-sonnet-20240620,normal,0.0,Yes,Yes,1,1756531440.456795
anthropic,claude-3-5-sonnet-20240620,normal,0.0,Yes,Yes,1,1756531441.0697348
anthropic,claude-3-5-sonnet-20240620,normal,0.0,Yes,Yes,1,1756531441.6656451
anthropic,claude-3-5-sonnet-20240620,normal,0.0,Yes,Yes,1,1756531442.257199
anthropic,claude-3-5-sonnet-20240620,normal,0.0,Yes,Yes,1,1756531442.8532212
anthropic,claude-3-5-sonnet-20240620,normal,0.0,Yes,Yes,1,1756531443.461077
anthropic,claude-3-5-sonnet-20240620,normal,0.0,Yes,Yes,1,1756531444.062499
anthropic,claude-3-5-sonnet-20240620,normal,0.0,Yes,Yes,1,1756531444.6977
anthropic,claude-3-5-sonnet-20240620,normal,0.0,Yes,Yes,1,1756531445.241678
anthropic,claude-3-5-sonnet-20240620,normal,0.0,Yes,Yes,1,1756531445.824161
anthropic,claude-3-5-sonnet-20240620,normal,0.0,Yes,Yes,1,1756531446.4583218
anthropic,claude-3-5-sonnet-20240620,normal,0.0,Yes,Yes,1,1756531447.05181
anthropic,claude-3-5-sonnet-20240620,normal,0.0,Yes,Yes,1,1756531447.6093109
anthropic,claude-3-5-sonnet-20240620,normal,0.0,Yes,Yes,1,1756531448.179046
anthropic,claude-3-5-sonnet-20240620,normal,0.0,Yes,Yes,1,1756531448.720416
anthropic,claude-3-5-sonnet-20240620,normal,0.5,Yes,Yes,1,1756531449.3431869
anthropic,claude-3-5-sonnet-20240620,normal,0.5,Yes,Yes,1,1756531450.002919
anthropic,claude-3-5-sonnet-20240620,normal,0.5,Yes,Yes,1,1756531450.5603251
anthropic,claude-3-5-sonnet-20240620,normal,0.5,Yes,Yes,1,1756531451.1477199
anthropic,claude-3-5-sonnet-20240620,normal,0.5,Yes,Yes,1,1756531451.709887
anthropic,claude-3-5-sonnet-20240620,normal,0.5,Yes,Yes,1,1756531452.353504
anthropic,claude-3-5-sonnet-20240620,normal,0.5,Yes,Yes,1,1756531452.9594429
anthropic,claude-3-5-sonnet-20240620,normal,0.5,Yes,Yes,1,1756531453.551096
anthropic,claude-3-5-sonnet-20240620,normal,0.5,Yes,Yes,1,1756531454.230054
anthropic,claude-3-5-sonnet-20240620,normal,0.5,Yes,Yes,1,1756531454.8254669
anthropic,claude-3-5-sonnet-20240620,normal,0.5,Yes,Yes,1,1756531455.420115
anthropic,claude-3-5-sonnet-20240620,normal,0.5,Yes,Yes,1,1756531456.001157
anthropic,claude-3-5-sonnet-20240620,normal,0.5,Yes,Yes,1,1756531456.59291
anthropic,claude-3-5-sonnet-20240620,normal,0.5,Yes,Yes,1,1756531457.201948
anthropic,claude-3-5-sonnet-20240620,normal,0.5,Yes,Yes,1,1756531457.829466
anthropic,claude-3-5-sonnet-20240620,normal,1.0,Yes,Yes,1,1756531458.439593
anthropic,claude-3-5-sonnet-20240620,normal,1.0,Yes,Yes,1,1756531459.105642
anthropic,claude-3-5-sonnet-20240620,normal,1.0,Yes,Yes,1,1756531459.7080672
anthropic,claude-3-5-sonnet-20240620,normal,1.0,Yes,Yes,1,1756531460.3042681
anthropic,claude-3-5-sonnet-20240620,normal,1.0,Yes,Yes,1,1756531461.0049138
anthropic,claude-3-5-sonnet-20240620,normal,1.0,Yes,Yes,1,1756531461.551435
anthropic,claude-3-5-sonnet-20240620,normal,1.0,Yes,Yes,1,1756531462.1534898
anthropic,claude-3-5-sonnet-20240620,normal,1.0,Yes,Yes,1,1756531462.924801
anthropic,claude-3-5-sonnet-20240620,normal,1.0,Yes,Yes,1,1756531463.626582
anthropic,claude-3-5-sonnet-20240620,normal,1.0,Yes,Yes,1,1756531464.201225
anthropic,claude-3-5-sonnet-20240620,normal,1.0,Yes,Yes,1,1756531464.802933
anthropic,claude-3-5-sonnet-20240620,normal,1.0,Yes,Yes,1,1756531465.3767219
anthropic,claude-3-5-sonnet-20240620,normal,1.0,Yes,Yes,1,1756531466.0350132
anthropic,claude-3-5-sonnet-20240620,normal,1.0,Yes,Yes,1,1756531466.68708
anthropic,claude-3-5-sonnet-20240620,normal,1.0,Yes,Yes,1,1756531467.2595599
anthropic,claude-3-5-sonnet-latest,normal,0.0,Yes,Yes,1,1756531467.932023
anthropic,claude-3-5-sonnet-latest,normal,0.0,Yes,Yes,1,1756531468.586797
anthropic,claude-3-5-sonnet-latest,normal,0.0,Yes,Yes,1,1756531469.2425332
anthropic,claude-3-5-sonnet-latest,normal,0.0,Yes,Yes,1,1756531469.87846
anthropic,claude-3-5-sonnet-latest,normal,0.0,Yes,Yes,1,1756531470.5586839
anthropic,claude-3-5-sonnet-latest,normal,0.0,Yes,Yes,1,1756531471.462703
anthropic,claude-3-5-sonnet-latest,normal,0.0,Yes,Yes,1,1756531472.905848
anthropic,claude-3-5-sonnet-latest,normal,0.0,Yes,Yes,1,1756531475.274681
anthropic,claude-3-5-sonnet-latest,normal,0.0,Yes,Yes,1,1756531477.712034
anthropic,claude-3-5-sonnet-latest,normal,0.0,Yes,Yes,1,1756531479.309887
anthropic,claude-3-5-sonnet-latest,normal,0.0,Yes,Yes,1,1756531480.643869
anthropic,claude-3-5-sonnet-latest,normal,0.0,Yes,Yes,1,1756531482.451149
anthropic,claude-3-5-sonnet-latest,normal,0.0,Yes,Yes,1,1756531483.842158
anthropic,claude-3-5-sonnet-latest,normal,0.0,Yes,Yes,1,1756531485.573356
anthropic,claude-3-5-sonnet-latest,normal,0.0,Yes,Yes,1,1756531486.921021
anthropic,claude-3-5-sonnet-latest,normal,0.5,Yes,Yes,1,1756531488.695889
anthropic,claude-3-5-sonnet-latest,normal,0.5,Yes,Yes,1,1756531489.516814
anthropic,claude-3-5-sonnet-latest,normal,0.5,Yes,Yes,1,1756531490.373952
anthropic,claude-3-5-sonnet-latest,normal,0.5,Yes,Yes,1,1756531491.5316439
anthropic,claude-3-5-sonnet-latest,normal,0.5,Yes,Yes,1,1756531492.270684
anthropic,claude-3-5-sonnet-latest,normal,0.5,Yes,Yes,1,1756531492.9696882
anthropic,claude-3-5-sonnet-latest,normal,0.5,Yes,Yes,1,1756531493.965282
anthropic,claude-3-5-sonnet-latest,normal,0.5,Yes,Yes,1,1756531494.626529
anthropic,claude-3-5-sonnet-latest,normal,0.5,Yes,Yes,1,1756531495.3010461
anthropic,claude-3-5-sonnet-latest,normal,0.5,Yes,Yes,1,1756531496.07949
anthropic,claude-3-5-sonnet-latest,normal,0.5,Yes,Yes,1,1756531496.927274
anthropic,claude-3-5-sonnet-latest,normal,0.5,Yes,Yes,1,1756531497.7620218
anthropic,claude-3-5-sonnet-latest,normal,0.5,Yes,Yes,1,1756531498.729099
anthropic,claude-3-5-sonnet-latest,normal,0.5,Yes,Yes,1,1756531499.378805
anthropic,claude-3-5-sonnet-latest,normal,0.5,Yes,Yes,1,1756531500.00774
anthropic,claude-3-5-sonnet-latest,normal,1.0,Yes,Yes,1,1756531500.617145
anthropic,claude-3-5-sonnet-latest,normal,1.0,Yes,Yes,1,1756531501.270335
anthropic,claude-3-5-sonnet-latest,normal,1.0,Yes,Yes,1,1756531501.926095
anthropic,claude-3-5-sonnet-latest,normal,1.0,Yes,Yes,1,1756531502.528873
anthropic,claude-3-5-sonnet-latest,normal,1.0,Yes,Yes,1,1756531503.342528
anthropic,claude-3-5-sonnet-latest,normal,1.0,Yes,Yes,1,1756531503.981812
anthropic,claude-3-5-sonnet-latest,normal,1.0,Yes,Yes,1,1756531504.7080052
anthropic,claude-3-5-sonnet-latest,normal,1.0,Yes,Yes,1,1756531505.352407
anthropic,claude-3-5-sonnet-latest,normal,1.0,Yes,Yes,1,1756531506.104037
anthropic,claude-3-5-sonnet-latest,normal,1.0,Yes,Yes,1,1756531506.820179
anthropic,claude-3-5-sonnet-latest,normal,1.0,Yes,Yes,1,1756531507.544779
anthropic,claude-3-5-sonnet-latest,normal,1.0,Yes,Yes,1,1756531508.3246431
anthropic,claude-3-5-sonnet-latest,normal,1.0,Yes,Yes,1,1756531508.991193
anthropic,claude-3-5-sonnet-latest,normal,1.0,Yes,Yes,1,1756531509.707445
anthropic,claude-3-5-sonnet-latest,normal,1.0,Yes,Yes,1,1756531510.296761
anthropic,claude-3-5-haiku-20241022,normal,0.0,Yes,Yes,1,1756531511.1148171
anthropic,claude-3-5-haiku-20241022,normal,0.0,Yes,Yes,1,1756531511.687335
anthropic,claude-3-5-haiku-20241022,normal,0.0,Yes,Yes,1,1756531512.2595918
anthropic,claude-3-5-haiku-20241022,normal,0.0,Yes,Yes,1,1756531512.884216
anthropic,claude-3-5-haiku-20241022,normal,0.0,Yes,Yes,1,1756531513.454551
anthropic,claude-3-5-haiku-20241022,normal,0.0,Yes,Yes,1,1756531514.160542
anthropic,claude-3-5-haiku-20241022,normal,0.0,Yes,Yes,1,1756531514.7551959
anthropic,claude-3-5-haiku-20241022,normal,0.0,Yes,Yes,1,1756531515.33037
anthropic,claude-3-5-haiku-20241022,normal,0.0,Yes,Yes,1,1756531515.925528
anthropic,claude-3-5-haiku-20241022,normal,0.0,Yes,Yes,1,1756531516.5581388
anthropic,claude-3-5-haiku-20241022,normal,0.0,Yes,Yes,1,1756531517.168407
anthropic,claude-3-5-haiku-20241022,normal,0.0,Yes,Yes,1,1756531517.85068
anthropic,claude-3-5-haiku-20241022,normal,0.0,Yes,Yes,1,1756531518.432895
anthropic,claude-3-5-haiku-20241022,normal,0.0,Yes,Yes,1,1756531519.0299342
anthropic,claude-3-5-haiku-20241022,normal,0.0,Yes,Yes,1,1756531519.622717
anthropic,claude-3-5-haiku-20241022,normal,0.5,Yes,Yes,1,1756531520.207314
anthropic,claude-3-5-haiku-20241022,normal,0.5,Yes,Yes,1,1756531520.7518132
anthropic,claude-3-5-haiku-20241022,normal,0.5,Yes,Yes,1,1756531521.5226722
anthropic,claude-3-5-haiku-20241022,normal,0.5,Yes,Yes,1,1756531522.166826
anthropic,claude-3-5-haiku-20241022,normal,0.5,Yes,Yes,1,1756531522.782947
anthropic,claude-3-5-haiku-20241022,normal,0.5,Yes,Yes,1,1756531523.335437
anthropic,claude-3-5-haiku-20241022,normal,0.5,Yes,Yes,1,1756531524.036142
anthropic,claude-3-5-haiku-20241022,normal,0.5,Yes,Yes,1,1756531524.709701
anthropic,claude-3-5-haiku-20241022,normal,0.5,Yes,Yes,1,1756531525.3149009
anthropic,claude-3-5-haiku-20241022,normal,0.5,Yes,Yes,1,1756531525.910613
anthropic,claude-3-5-haiku-20241022,normal,0.5,Yes,Yes,1,1756531526.46486
anthropic,claude-3-5-haiku-20241022,normal,0.5,Yes,Yes,1,1756531527.0522912
anthropic,claude-3-5-haiku-20241022,normal,0.5,Yes,Yes,1,1756531527.657145
anthropic,claude-3-5-haiku-20241022,normal,0.5,Yes,Yes,1,1756531528.258112
anthropic,claude-3-5-haiku-20241022,normal,0.5,Yes,Yes,1,1756531528.850622
anthropic,claude-3-5-haiku-20241022,normal,1.0,Yes,Yes,1,1756531529.419115
anthropic,claude-3-5-haiku-20241022,normal,1.0,Yes,Yes,1,1756531529.9978821
anthropic,claude-3-5-haiku-20241022,normal,1.0,Yes,Yes,1,1756531530.69936
anthropic,claude-3-5-haiku-20241022,normal,1.0,Yes,Yes,1,1756531531.27376
anthropic,claude-3-5-haiku-20241022,normal,1.0,Yes,Yes,1,1756531531.8591921
anthropic,claude-3-5-haiku-20241022,normal,1.0,Yes,Yes,1,1756531532.4934971
anthropic,claude-3-5-haiku-20241022,normal,1.0,Yes,Yes,1,1756531533.094016
anthropic,claude-3-5-haiku-20241022,normal,1.0,Yes,Yes,1,1756531533.806793
anthropic,claude-3-5-haiku-20241022,normal,1.0,Yes,Yes,1,1756531534.4164412
anthropic,claude-3-5-haiku-20241022,normal,1.0,Yes,Yes,1,1756531534.998472
anthropic,claude-3-5-haiku-20241022,normal,1.0,Yes,Yes,1,1756531535.7597508
anthropic,claude-3-5-haiku-20241022,normal,1.0,Yes,Yes,1,1756531536.3733928
anthropic,claude-3-5-haiku-20241022,normal,1.0,Yes,Yes,1,1756531537.143303
